Event Type,Expected Footfall,Number of Sponsors,Ticket Price,Sponsor Type,Sponsor Cost,Sponsor Revenue,Sponsor ROI
Virtual event,1568,5,0,Philanthropy,90305.94,142886.75,58.23
Virtual event,1568,5,0,Influencer,92578.67,185157.34,100
Virtual event,1568,5,0,Philanthropy,10009.1,13833.2,38.21
Virtual event,1568,5,0,Philanthropy,2651.15,3264.68,23.14
Virtual event,1568,5,0,Merchandise,46697.17,87287.48,86.92
Entertainment and media events,19381,3,91192.59,Food Stalls,4297.28,8594.56,100
Entertainment and media events,19381,3,91192.59,Food Stalls,30283.71,59309.17,95.85
Entertainment and media events,19381,3,91192.59,In Kind,46433.51,92867.02,100
Conferences and seminars,2247,3,532.27,Media Sponsorship,46037.72,92075.44,100
Conferences and seminars,2247,3,532.27,Influencer,85123.83,170247.66,100
Conferences and seminars,2247,3,532.27,Influencer,66838.39,133676.78,100
Festivals and fairs,51578,1,0,Financial,35643.13,71286.26,100
Sports events,49773,3,871.44,Philanthropy,49745.16,99490.32,100
Sports events,49773,3,871.44,Food Stalls,49729.06,90082.51,81.15
Sports events,49773,3,871.44,Influencer,87541.74,175083.48,100
Sports events,14808,3,241.11,In Kind,23863.71,39244.73,64.45
Sports events,14808,3,241.11,Philanthropy,13743.98,21217.98,54.38
Sports events,14808,3,241.11,Merchandise,30230.73,59053.25,95.34
Conferences and seminars,2531,5,774.0,Food Stalls,25800.49,41152.86,59.5
Conferences and seminars,2531,5,774.0,Merchandise,5371.7,10743.4,100
Conferences and seminars,2531,5,774.0,Financial,109241.5,218483.0,100
Conferences and seminars,2531,5,774.0,Financial,28408.97,56817.94,100
Conferences and seminars,2531,5,774.0,Philanthropy,51554.36,68572.42,33.01
Sports events,76611,2,510.66,In Kind,13685.07,27370.14,100
Sports events,76611,2,510.66,Philanthropy,70633.63,141267.26,100
Sports events,63684,4,617.25,Philanthropy,56279.19,112558.38,100
Sports events,63684,4,617.25,Food Stalls,19268.71,38537.42,100
Sports events,63684,4,617.25,Financial,7581.71,15163.42,100
Sports events,63684,4,617.25,In Kind,60458.26,120916.52,100
Sports events,93327,4,427.21,Food Stalls,45831.56,91663.12,100
Sports events,93327,4,427.21,Media Sponsorship,95359.32,190718.64,100
Sports events,93327,4,427.21,Financial,191947.61,383895.22,100
Sports events,93327,4,427.21,Media Sponsorship,45633.87,91267.74,100
Sports events,55803,4,319.22,In Kind,17822.23,30487.0,71.06
Sports events,55803,4,319.22,Merchandise,9717.48,19434.96,100
Sports events,55803,4,319.22,In Kind,98292.23,196584.46,100
Sports events,55803,4,319.22,Merchandise,10296.18,20592.36,100
Virtual event,9822,4,0,Media Sponsorship,39267.31,78534.62,100
Virtual event,9822,4,0,Influencer,51700.2,103400.4,100
Virtual event,9822,4,0,Financial,20143.51,38404.22,90.65
Virtual event,9822,4,0,Philanthropy,53816.79,62130.92,15.45
Community and Charity events,1930,3,812.91,Merchandise,40639.18,78759.54,93.8
Community and Charity events,1930,3,812.91,In Kind,36598.71,36598.71,0
Community and Charity events,1930,3,812.91,In Kind,72846.09,72846.09,0
Festivals and fairs,46461,2,0,In Kind,51653.46,103306.92,100
Festivals and fairs,46461,2,0,Merchandise,41822.93,78897.45,88.65
Community and Charity events,1051,3,234.94,In Kind,14635.08,14635.08,0
Community and Charity events,1051,3,234.94,Philanthropy,52674.88,52674.88,0
Community and Charity events,1051,3,234.94,Media Sponsorship,5861.74,7114.79,21.38
Festivals and fairs,52660,2,0,Food Stalls,3726.44,7018.48,88.34
Festivals and fairs,52660,2,0,In Kind,23956.74,47913.48,100
Festivals and fairs,61009,5,0,Food Stalls,29226.57,58453.14,100
Festivals and fairs,61009,5,0,Food Stalls,45853.45,91706.9,100
Festivals and fairs,61009,5,0,Philanthropy,2993.54,5796.89,93.65
Festivals and fairs,61009,5,0,Philanthropy,81502.69,162629.76,99.54
Festivals and fairs,61009,5,0,Philanthropy,4235.01,8470.02,100
Virtual event,4400,1,0,Influencer,18723.42,37446.84,100
Virtual event,6523,2,0,Media Sponsorship,87213.6,174427.2,100
Virtual event,6523,2,0,Influencer,12630.04,20619.34,63.26
Virtual event,9482,4,0,In Kind,69321.61,138643.22,100
Virtual event,9482,4,0,Philanthropy,92395.5,174446.95,88.8
Virtual event,9482,4,0,Merchandise,39630.3,60399.39,52.41
Virtual event,9482,4,0,Philanthropy,86018.71,128366.8,49.23
Conferences and seminars,2330,1,329.4,In Kind,84360.39,142170.39,68.53
Virtual event,1730,3,0,Merchandise,22373.89,39753.71,77.68
Virtual event,1730,3,0,Philanthropy,17958.52,32534.09,81.16
Virtual event,1730,3,0,In Kind,91358.36,159143.59,74.2
Sports events,34224,5,335.4,Merchandise,25246.13,50492.26,100
Sports events,34224,5,335.4,In Kind,7977.96,15955.92,100
Sports events,34224,5,335.4,Influencer,24504.46,49008.92,100
Sports events,34224,5,335.4,Philanthropy,74243.4,148486.8,100
Sports events,34224,5,335.4,Philanthropy,51192.59,90533.51,76.85
Virtual event,7821,3,0,Media Sponsorship,71982.76,143965.52,100
Virtual event,7821,3,0,In Kind,42938.52,75327.94,75.43
Virtual event,7821,3,0,Merchandise,47307.11,94614.22,100
Community and Charity events,1720,4,624.27,Media Sponsorship,24179.12,47326.45,95.73
Community and Charity events,1720,4,624.27,Media Sponsorship,17314.56,22975.72,32.7
Community and Charity events,1720,4,624.27,In Kind,29222.57,29222.57,0
Community and Charity events,1720,4,624.27,In Kind,31763.81,51244.81,61.33
Entertainment and media events,12677,5,88403.07,Merchandise,7282.77,14565.54,100
Entertainment and media events,12677,5,88403.07,Financial,113240.05,226480.1,100
Entertainment and media events,12677,5,88403.07,Influencer,90215.46,180430.92,100
Entertainment and media events,12677,5,88403.07,Food Stalls,35391.13,70782.26,100
Entertainment and media events,12677,5,88403.07,Media Sponsorship,25473.48,50946.96,100
Festivals and fairs,49345,1,0,Merchandise,7386.09,14772.18,100
Conferences and seminars,4030,5,942.21,In Kind,4273.72,8547.44,100
Conferences and seminars,4030,5,942.21,Media Sponsorship,70987.3,141974.6,100
Conferences and seminars,4030,5,942.21,Merchandise,46001.43,69495.66,51.07
Conferences and seminars,4030,5,942.21,Merchandise,21781.24,42597.94,95.57
Conferences and seminars,4030,5,942.21,Media Sponsorship,8385.96,15326.97,82.77
Sports events,93183,3,741.27,Food Stalls,29205.2,58410.4,100
Sports events,93183,3,741.27,Financial,32985.0,65970.0,100
Sports events,93183,3,741.27,Philanthropy,90368.45,180736.9,100
Conferences and seminars,3402,4,487.12,Influencer,68507.0,137014.0,100
Conferences and seminars,3402,4,487.12,Financial,7394.21,14788.42,100
Conferences and seminars,3402,4,487.12,Influencer,25405.67,50811.34,100
Conferences and seminars,3402,4,487.12,Food Stalls,1256.59,2391.57,90.32
Entertainment and media events,505,2,5816.22,In Kind,12468.44,12468.44,0
Entertainment and media events,505,2,5816.22,Merchandise,28412.17,28412.17,0
Festivals and fairs,2610,3,0,In Kind,95213.49,190426.98,100
Festivals and fairs,2610,3,0,In Kind,81685.0,142688.65,74.68
Festivals and fairs,2610,3,0,Food Stalls,17230.94,34461.88,100
Festivals and fairs,15230,5,0,Financial,114462.36,228924.72,100
Festivals and fairs,15230,5,0,Influencer,99360.85,198721.7,100
Festivals and fairs,15230,5,0,Philanthropy,61100.28,122200.56,100
Festivals and fairs,15230,5,0,In Kind,78420.5,156841.0,100
Festivals and fairs,15230,5,0,Food Stalls,41847.7,83695.4,100
Festivals and fairs,52096,3,0,Financial,18985.95,37971.9,100
Festivals and fairs,52096,3,0,Influencer,36519.84,73039.68,100
Festivals and fairs,52096,3,0,Philanthropy,72362.17,126652.57,75.03
Virtual event,2688,2,0,Influencer,81362.62,162725.24,100
Virtual event,2688,2,0,Media Sponsorship,30259.57,60519.14,100
Conferences and seminars,2258,4,775.3,Influencer,78240.17,148976.61,90.41
Conferences and seminars,2258,4,775.3,Merchandise,38434.58,69631.31,81.17
Conferences and seminars,2258,4,775.3,Philanthropy,92340.31,134370.6,45.52
Conferences and seminars,2258,4,775.3,Merchandise,37814.9,75629.8,100
Community and Charity events,1007,1,94.04,Financial,81732.86,81732.86,0
Conferences and seminars,4638,5,498.91,In Kind,42649.58,55198.98,29.42
Conferences and seminars,4638,5,498.91,In Kind,96323.95,188170.25,95.35
Conferences and seminars,4638,5,498.91,Merchandise,20797.58,38231.06,83.82
Conferences and seminars,4638,5,498.91,Food Stalls,22964.78,45929.56,100
Conferences and seminars,4638,5,498.91,Media Sponsorship,60025.57,120051.14,100
Entertainment and media events,25938,1,70905.18,Food Stalls,16673.91,33347.82,100
Sports events,62263,1,730.01,Financial,57640.14,115280.28,100
Entertainment and media events,5124,1,82940.7,Media Sponsorship,17579.67,35159.34,100
Sports events,44574,5,31.07,Food Stalls,37125.48,74250.96,100
Sports events,44574,5,31.07,Media Sponsorship,13313.7,26627.4,100
Sports events,44574,5,31.07,Influencer,86047.13,172094.26,100
Sports events,44574,5,31.07,Influencer,82751.38,165502.76,100
Sports events,44574,5,31.07,Influencer,1044.93,2089.86,100
Sports events,45872,3,887.44,Philanthropy,25204.95,50409.9,100
Sports events,45872,3,887.44,Media Sponsorship,20930.55,41861.1,100
Sports events,45872,3,887.44,In Kind,88214.63,148291.19,68.1
Entertainment and media events,15601,2,67089.88,Philanthropy,24834.89,41689.6,67.87
Entertainment and media events,15601,2,67089.88,Media Sponsorship,28845.88,57691.76,100
Virtual event,4974,4,0,Media Sponsorship,6361.4,12722.8,100
Virtual event,4974,4,0,In Kind,49385.27,61464.22,24.46
Virtual event,4974,4,0,Philanthropy,70618.7,141237.4,100
Virtual event,4974,4,0,Financial,173152.28,346304.56,100
Entertainment and media events,9994,5,44211.83,Merchandise,41706.2,83412.4,100
Entertainment and media events,9994,5,44211.83,Philanthropy,18463.15,34006.37,84.19
Entertainment and media events,9994,5,44211.83,Media Sponsorship,49215.3,98430.6,100
Entertainment and media events,9994,5,44211.83,In Kind,35141.2,70275.23,99.98
Entertainment and media events,9994,5,44211.83,Merchandise,17999.06,33337.2,85.22
Conferences and seminars,2663,4,945.59,Merchandise,22215.14,44430.28,100
Conferences and seminars,2663,4,945.59,Merchandise,28386.12,56772.24,100
Conferences and seminars,2663,4,945.59,Media Sponsorship,8681.54,17363.08,100
Conferences and seminars,2663,4,945.59,Influencer,46207.74,92415.48,100
Sports events,22237,3,147.67,In Kind,71880.96,123945.53,72.43
Sports events,22237,3,147.67,Philanthropy,26541.41,53082.82,100
Sports events,22237,3,147.67,Food Stalls,45143.97,90287.94,100
Conferences and seminars,2819,2,736.74,In Kind,81687.2,110508.51,35.28
Conferences and seminars,2819,2,736.74,In Kind,58139.41,96260.92,65.57
Festivals and fairs,67483,2,0,Financial,140286.43,280572.86,100
Festivals and fairs,67483,2,0,Financial,136905.69,273811.38,100
Community and Charity events,2138,1,544.36,Philanthropy,14970.21,24706.94,65.04
Sports events,62497,2,611.26,Merchandise,35238.65,70477.3,100
Sports events,62497,2,611.26,In Kind,61182.96,111883.42,82.87
Community and Charity events,2487,5,414.44,Philanthropy,44477.81,63780.63,43.4
Community and Charity events,2487,5,414.44,In Kind,72343.01,124834.66,72.56
Community and Charity events,2487,5,414.44,Philanthropy,72584.97,98248.2,35.36
Community and Charity events,2487,5,414.44,Influencer,16857.77,31072.27,84.32
Community and Charity events,2487,5,414.44,Financial,38829.04,75261.53,93.83
Community and Charity events,2224,3,53.06,Financial,105246.25,177957.95,69.09
Community and Charity events,2224,3,53.06,Financial,169533.21,339066.42,100
Community and Charity events,2224,3,53.06,Food Stalls,1850.3,3700.6,100
Entertainment and media events,25118,4,37956.08,Merchandise,44297.17,88594.34,100
Entertainment and media events,25118,4,37956.08,Influencer,72622.77,145245.54,100
Entertainment and media events,25118,4,37956.08,Merchandise,14687.76,29375.52,100
Entertainment and media events,25118,4,37956.08,Merchandise,14367.67,28735.34,100
Festivals and fairs,36610,1,0,Influencer,44728.63,89457.26,100
Entertainment and media events,23839,5,56613.41,Merchandise,8266.85,16533.7,100
Entertainment and media events,23839,5,56613.41,Food Stalls,17258.99,31488.4,82.45
Entertainment and media events,23839,5,56613.41,Influencer,5139.09,10278.18,100
Entertainment and media events,23839,5,56613.41,Influencer,10046.44,20092.88,100
Entertainment and media events,23839,5,56613.41,In Kind,32847.77,62287.25,89.62
Virtual event,8193,1,0,Media Sponsorship,97650.48,181718.75,86.09
Virtual event,3643,1,0,Media Sponsorship,81669.77,163339.54,100
Sports events,32707,3,30.17,In Kind,6941.48,13882.96,100
Sports events,32707,3,30.17,Food Stalls,48346.11,96692.22,100
Sports events,32707,3,30.17,Financial,42691.38,85382.76,100
Festivals and fairs,95908,4,0,Influencer,99431.58,198863.16,100
Festivals and fairs,95908,4,0,Philanthropy,43946.95,79021.32,79.81
Festivals and fairs,95908,4,0,Media Sponsorship,37815.79,75631.58,100
Festivals and fairs,95908,4,0,In Kind,47057.41,94114.82,100
Sports events,28023,5,233.17,Financial,49715.19,99430.38,100
Sports events,28023,5,233.17,Philanthropy,7112.53,14225.06,100
Sports events,28023,5,233.17,Merchandise,47196.12,94392.24,100
Sports events,28023,5,233.17,Merchandise,20956.65,41913.3,100
Sports events,28023,5,233.17,Media Sponsorship,26300.64,52601.28,100
Conferences and seminars,4356,4,979.41,Influencer,40974.09,81948.18,100
Conferences and seminars,4356,4,979.41,Merchandise,20277.58,34608.48,70.67
Conferences and seminars,4356,4,979.41,Merchandise,36529.64,56231.98,53.94
Conferences and seminars,4356,4,979.41,Influencer,19784.7,38977.43,97.01
Virtual event,1352,1,0,Media Sponsorship,89746.34,151924.32,69.28
Sports events,2049,3,114.36,Merchandise,20835.64,41119.83,97.35
Sports events,2049,3,114.36,Philanthropy,21386.58,42773.16,100
Sports events,2049,3,114.36,In Kind,51041.61,102083.22,100
Conferences and seminars,610,3,239.76,Merchandise,15110.35,15110.35,0
Conferences and seminars,610,3,239.76,Influencer,80306.36,80306.36,0
Conferences and seminars,610,3,239.76,Financial,183147.0,183147.0,0
Sports events,53313,5,938.6,Influencer,73408.09,146816.18,100
Sports events,53313,5,938.6,Philanthropy,4095.42,7616.53,85.98
Sports events,53313,5,938.6,Merchandise,23727.45,47454.9,100
Sports events,53313,5,938.6,Influencer,20287.45,40574.9,100
Sports events,53313,5,938.6,Philanthropy,38021.38,76042.76,100
Sports events,59972,5,824.39,Merchandise,48721.55,97443.1,100
Sports events,59972,5,824.39,Financial,33880.31,67760.62,100
Sports events,59972,5,824.39,Financial,5735.36,11470.72,100
Sports events,59972,5,824.39,In Kind,51443.99,100879.71,96.1
Sports events,59972,5,824.39,Media Sponsorship,47223.88,94447.76,100
Sports events,88205,5,918.26,Financial,58557.88,117115.76,100
Sports events,88205,5,918.26,Food Stalls,26186.49,48585.5,85.54
Sports events,88205,5,918.26,In Kind,34510.22,58921.73,70.74
Sports events,88205,5,918.26,Merchandise,20490.61,39787.96,94.18
Sports events,88205,5,918.26,Merchandise,31567.89,63135.78,100
Sports events,29607,1,146.45,Financial,132118.98,264237.96,100
Virtual event,4597,3,0,Media Sponsorship,75966.04,149792.54,97.18
Virtual event,4597,3,0,Influencer,43507.89,87015.78,100
Virtual event,4597,3,0,Philanthropy,48659.01,72831.1,49.68
Conferences and seminars,460,4,209.07,Media Sponsorship,71213.65,71213.65,0
Conferences and seminars,460,4,209.07,In Kind,75326.07,75326.07,0
Conferences and seminars,460,4,209.07,Food Stalls,4214.86,4214.86,0
Conferences and seminars,460,4,209.07,Food Stalls,47722.51,47722.51,0
Community and Charity events,634,1,806.17,Food Stalls,17241.19,17241.19,0
Conferences and seminars,1738,5,474.21,Food Stalls,23918.16,45406.59,89.84
Conferences and seminars,1738,5,474.21,In Kind,50399.36,68426.69,35.77
Conferences and seminars,1738,5,474.21,Philanthropy,57979.79,82968.32,43.1
Conferences and seminars,1738,5,474.21,Financial,178816.3,357632.6,100
Conferences and seminars,1738,5,474.21,Food Stalls,41965.4,74903.19,78.49
Festivals and fairs,64606,4,0,Food Stalls,17878.51,35757.02,100
Festivals and fairs,64606,4,0,Food Stalls,19634.17,39268.34,100
Festivals and fairs,64606,4,0,Merchandise,45416.29,90832.58,100
Festivals and fairs,64606,4,0,Merchandise,20421.24,40842.48,100
Virtual event,3963,3,0,Financial,88075.87,176151.74,100
Virtual event,3963,3,0,Financial,178218.71,356437.42,100
Virtual event,3963,3,0,In Kind,96774.97,184795.98,90.95
Entertainment and media events,41504,4,78861.12,In Kind,68881.26,137762.52,100
Entertainment and media events,41504,4,78861.12,In Kind,56206.05,97877.86,74.14
Entertainment and media events,41504,4,78861.12,Philanthropy,92806.12,185612.24,100
Entertainment and media events,41504,4,78861.12,Philanthropy,67077.78,134155.56,100
Conferences and seminars,2625,2,228.96,Influencer,45777.04,91554.08,100
Conferences and seminars,2625,2,228.96,Food Stalls,20888.94,39191.03,87.62
Festivals and fairs,63928,1,0,Food Stalls,36509.05,73018.1,100
Sports events,13719,3,330.77,Merchandise,35921.43,71842.86,100
Sports events,13719,3,330.77,Financial,61303.83,122607.66,100
Sports events,13719,3,330.77,Media Sponsorship,40868.18,81736.36,100
Festivals and fairs,58581,1,0,Media Sponsorship,56227.43,112454.86,100
Virtual event,8082,3,0,Philanthropy,80527.34,148096.97,83.91
